"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","31 Dec 2003","1868.90","1895.65","1852.50","1879.75"
"NIFTY 50","30 Dec 2003","1878.90","1914.40","1858.55","1873.25"
"NIFTY 50","29 Dec 2003","1838.05","1876.00","1837.65","1874.05"
"NIFTY 50","26 Dec 2003","1804.70","1840.35","1804.70","1837.05"
"NIFTY 50","24 Dec 2003","1788.45","1815.60","1780.30","1808.70"
"NIFTY 50","23 Dec 2003","1789.10","1800.90","1751.05","1780.30"
"NIFTY 50","22 Dec 2003","1778.85","1794.30","1778.40","1789.15"
"NIFTY 50","19 Dec 2003","1757.00","1783.70","1755.40","1778.55"
"NIFTY 50","18 Dec 2003","1733.20","1759.00","1725.85","1756.10"
"NIFTY 50","17 Dec 2003","1736.35","1746.20","1725.40","1733.25"
"NIFTY 50","16 Dec 2003","1723.90","1740.30","1711.30","1736.25"
"NIFTY 50","15 Dec 2003","1699.70","1728.00","1699.70","1723.95"
"NIFTY 50","12 Dec 2003","1695.80","1705.95","1686.45","1698.90"
"NIFTY 50","11 Dec 2003","1688.35","1701.70","1678.35","1695.40"
"NIFTY 50","10 Dec 2003","1675.75","1697.30","1672.65","1686.90"
"NIFTY 50","09 Dec 2003","1646.40","1677.90","1646.40","1675.85"
"NIFTY 50","08 Dec 2003","1644.85","1654.35","1631.85","1646.25"
"NIFTY 50","05 Dec 2003","1675.50","1688.25","1642.05","1645.80"
"NIFTY 50","04 Dec 2003","1670.65","1683.75","1656.10","1675.20"
"NIFTY 50","03 Dec 2003","1660.70","1676.20","1655.90","1670.50"
"NIFTY 50","02 Dec 2003","1657.65","1671.85","1639.65","1658.50"
"NIFTY 50","01 Dec 2003","1615.85","1660.55","1615.70","1657.65"
"NIFTY 50","28 Nov 2003","1598.55","1618.95","1598.55","1615.25"
"NIFTY 50","27 Nov 2003","1568.85","1602.60","1568.70","1598.35"
"NIFTY 50","25 Nov 2003","1543.95","1572.05","1543.95","1568.65"
"NIFTY 50","24 Nov 2003","1541.35","1554.05","1536.50","1543.90"
"NIFTY 50","21 Nov 2003","1520.40","1547.00","1509.15","1540.70"
"NIFTY 50","20 Nov 2003","1542.85","1558.15","1517.90","1522.30"
"NIFTY 50","19 Nov 2003","1563.95","1564.00","1534.35","1540.60"
"NIFTY 50","18 Nov 2003","1579.15","1591.25","1557.20","1564.40"
"NIFTY 50","17 Nov 2003","1563.10","1584.75","1554.40","1579.90"
"NIFTY 50","15 Nov 2003","1549.65","1571.30","1542.00","1562.80"
"NIFTY 50","14 Nov 2003","1577.20","1580.30","1544.75","1550.45"
"NIFTY 50","13 Nov 2003","1610.40","1616.15","1573.60","1579.95"
"NIFTY 50","12 Nov 2003","1601.30","1617.75","1598.00","1603.80"
"NIFTY 50","11 Nov 2003","1594.50","1608.85","1590.95","1601.15"
"NIFTY 50","10 Nov 2003","1603.55","1603.65","1568.10","1594.50"
"NIFTY 50","07 Nov 2003","1612.10","1624.50","1585.35","1592.05"
"NIFTY 50","06 Nov 2003","1610.55","1630.25","1605.40","1612.20"
"NIFTY 50","05 Nov 2003","1618.70","1627.60","1592.55","1609.15"
"NIFTY 50","04 Nov 2003","1601.30","1626.40","1601.30","1618.70"
"NIFTY 50","03 Nov 2003","1556.50","1605.60","1556.50","1601.65"
"NIFTY 50","31 Oct 2003","1517.10","1559.75","1515.55","1555.90"
"NIFTY 50","30 Oct 2003","1499.25","1524.25","1495.80","1516.85"
"NIFTY 50","29 Oct 2003","1481.30","1501.70","1477.10","1498.45"
"NIFTY 50","28 Oct 2003","1485.45","1500.80","1471.30","1481.75"
"NIFTY 50","27 Oct 2003","1522.05","1524.05","1482.00","1485.30"
"NIFTY 50","25 Oct 2003","1506.05","1533.05","1506.05","1521.95"
"NIFTY 50","24 Oct 2003","1485.80","1512.55","1434.75","1506.05"
"NIFTY 50","23 Oct 2003","1494.75","1503.00","1466.25","1470.45"
"NIFTY 50","22 Oct 2003","1506.75","1522.65","1483.00","1494.10"
"NIFTY 50","21 Oct 2003","1546.20","1549.65","1496.95","1506.50"
"NIFTY 50","20 Oct 2003","1569.70","1574.10","1536.50","1542.70"
"NIFTY 50","17 Oct 2003","1565.20","1574.10","1552.15","1569.45"
"NIFTY 50","16 Oct 2003","1537.30","1563.40","1537.30","1555.70"
"NIFTY 50","15 Oct 2003","1521.45","1543.85","1503.00","1537.00"
"NIFTY 50","14 Oct 2003","1548.70","1562.85","1513.75","1520.80"
"NIFTY 50","13 Oct 2003","1523.35","1550.90","1516.05","1546.75"
"NIFTY 50","10 Oct 2003","1507.10","1527.25","1505.10","1523.10"
"NIFTY 50","09 Oct 2003","1487.85","1505.05","1478.40","1502.10"
"NIFTY 50","08 Oct 2003","1477.85","1493.05","1460.60","1478.60"
"NIFTY 50","07 Oct 2003","1478.95","1498.45","1467.75","1477.85"
"NIFTY 50","06 Oct 2003","1449.45","1481.05","1423.75","1478.90"
"NIFTY 50","03 Oct 2003","1420.85","1451.20","1420.85","1449.30"
"NIFTY 50","01 Oct 2003","1416.60","1430.90","1407.95","1420.85"
"NIFTY 50","30 Sep 2003","1400.70","1418.10","1399.80","1417.10"
"NIFTY 50","29 Sep 2003","1386.90","1422.35","1386.10","1399.95"
