"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","30 Dec 2011","4659.95","4690.45","4608.90","4624.30"
"NIFTY 50","29 Dec 2011","4681.15","4701.80","4639.05","4646.25"
"NIFTY 50","28 Dec 2011","4756.20","4756.20","4685.65","4705.80"
"NIFTY 50","27 Dec 2011","4780.20","4800.50","4723.65","4750.50"
"NIFTY 50","26 Dec 2011","4718.15","4787.25","4718.15","4779.00"
"NIFTY 50","23 Dec 2011","4763.20","4763.45","4693.20","4714.00"
"NIFTY 50","22 Dec 2011","4636.90","4740.60","4632.95","4733.85"
"NIFTY 50","21 Dec 2011","4636.45","4707.35","4601.95","4693.15"
"NIFTY 50","20 Dec 2011","4635.80","4637.25","4531.15","4544.20"
"NIFTY 50","19 Dec 2011","4623.15","4623.15","4555.90","4613.10"
"NIFTY 50","16 Dec 2011","4752.50","4818.85","4628.20","4651.60"
"NIFTY 50","15 Dec 2011","4712.80","4768.65","4673.85","4746.35"
"NIFTY 50","14 Dec 2011","4788.70","4839.55","4750.40","4763.25"
"NIFTY 50","13 Dec 2011","4733.60","4824.70","4728.50","4800.60"
"NIFTY 50","12 Dec 2011","4906.85","4910.25","4755.55","4764.60"
"NIFTY 50","09 Dec 2011","4870.75","4918.35","4841.75","4866.70"
"NIFTY 50","08 Dec 2011","5037.40","5049.05","4921.45","4943.65"
"NIFTY 50","07 Dec 2011","5050.10","5099.25","5032.25","5062.60"
"NIFTY 50","05 Dec 2011","5036.50","5055.40","5002.55","5039.15"
"NIFTY 50","02 Dec 2011","4940.85","5062.55","4918.40","5050.15"
"NIFTY 50","01 Dec 2011","4970.85","5011.90","4916.70","4936.85"
"NIFTY 50","30 Nov 2011","4766.15","4851.55","4754.80","4832.05"
"NIFTY 50","29 Nov 2011","4864.20","4866.10","4787.10","4805.10"
"NIFTY 50","28 Nov 2011","4769.30","4859.10","4766.40","4851.30"
"NIFTY 50","25 Nov 2011","4731.30","4767.30","4693.10","4710.05"
"NIFTY 50","24 Nov 2011","4707.55","4771.10","4639.10","4756.45"
"NIFTY 50","23 Nov 2011","4779.50","4779.50","4640.95","4706.45"
"NIFTY 50","22 Nov 2011","4794.85","4854.00","4782.55","4812.35"
"NIFTY 50","21 Nov 2011","4873.80","4873.80","4764.80","4778.35"
"NIFTY 50","18 Nov 2011","4899.15","4915.90","4837.95","4905.80"
"NIFTY 50","17 Nov 2011","5027.10","5036.80","4919.45","4934.75"
"NIFTY 50","16 Nov 2011","5059.10","5065.20","4989.50","5030.45"
"NIFTY 50","15 Nov 2011","5131.20","5158.75","5052.85","5068.50"
"NIFTY 50","14 Nov 2011","5217.35","5228.90","5140.55","5148.35"
"NIFTY 50","11 Nov 2011","5159.75","5198.60","5142.25","5168.85"
