"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","31 Dec 2013","6307.35","6317.30","6287.30","6304.00"
"NIFTY 50","30 Dec 2013","6336.40","6344.05","6273.15","6291.10"
"NIFTY 50","27 Dec 2013","6292.80","6324.90","6289.40","6313.80"
"NIFTY 50","26 Dec 2013","6270.10","6302.75","6259.45","6278.90"
"NIFTY 50","24 Dec 2013","6296.45","6301.50","6262.00","6268.40"
"NIFTY 50","23 Dec 2013","6267.20","6317.50","6266.95","6284.50"
"NIFTY 50","20 Dec 2013","6179.95","6284.50","6170.35","6274.25"
"NIFTY 50","19 Dec 2013","6253.90","6263.75","6150.70","6166.65"
"NIFTY 50","18 Dec 2013","6129.95","6236.00","6129.95","6217.15"
"NIFTY 50","17 Dec 2013","6178.20","6190.55","6133.00","6139.05"
"NIFTY 50","16 Dec 2013","6168.35","6183.25","6146.05","6154.70"
"NIFTY 50","13 Dec 2013","6201.30","6208.60","6161.40","6168.40"
"NIFTY 50","12 Dec 2013","6276.75","6286.85","6230.55","6237.05"
"NIFTY 50","11 Dec 2013","6307.20","6326.60","6280.25","6307.90"
"NIFTY 50","10 Dec 2013","6354.70","6362.25","6307.55","6332.85"
"NIFTY 50","09 Dec 2013","6415.00","6415.25","6345.00","6363.90"
"NIFTY 50","06 Dec 2013","6234.40","6275.35","6230.75","6259.90"
"NIFTY 50","05 Dec 2013","6262.45","6300.55","6232.00","6241.10"
"NIFTY 50","04 Dec 2013","6187.95","6209.15","6149.90","6160.95"
"NIFTY 50","03 Dec 2013","6204.25","6225.40","6191.40","6201.85"
"NIFTY 50","02 Dec 2013","6171.15","6228.70","6171.15","6217.85"
"NIFTY 50","29 Nov 2013","6103.90","6182.50","6103.80","6176.10"
"NIFTY 50","28 Nov 2013","6092.00","6112.95","6068.30","6091.85"
"NIFTY 50","27 Nov 2013","6062.70","6074.00","6030.30","6057.10"
"NIFTY 50","26 Nov 2013","6099.25","6112.70","6047.75","6059.10"
"NIFTY 50","25 Nov 2013","6035.95","6123.50","6035.95","6115.35"
"NIFTY 50","22 Nov 2013","6027.35","6049.60","5972.80","5995.45"
"NIFTY 50","21 Nov 2013","6096.50","6097.35","5985.40","5999.05"
"NIFTY 50","20 Nov 2013","6186.85","6204.35","6106.95","6122.90"
"NIFTY 50","19 Nov 2013","6197.25","6212.40","6180.20","6203.35"
"NIFTY 50","18 Nov 2013","6111.05","6196.80","6110.40","6189.00"
"NIFTY 50","14 Nov 2013","6037.00","6101.65","6036.65","6056.15"
"NIFTY 50","13 Nov 2013","5998.85","6042.25","5972.45","5989.60"
"NIFTY 50","12 Nov 2013","6087.25","6108.70","6011.75","6018.05"
"NIFTY 50","11 Nov 2013","6110.40","6141.65","6067.75","6078.80"
"NIFTY 50","08 Nov 2013","6170.15","6185.15","6120.95","6140.75"
"NIFTY 50","07 Nov 2013","6228.90","6288.95","6180.80","6187.25"
"NIFTY 50","06 Nov 2013","6260.55","6269.70","6208.70","6215.15"
"NIFTY 50","05 Nov 2013","6282.15","6304.75","6244.30","6253.15"
"NIFTY 50","03 Nov 2013","6332.05","6342.95","6311.15","6317.35"
"NIFTY 50","01 Nov 2013","6289.75","6332.60","6286.95","6307.20"
"NIFTY 50","31 Oct 2013","6237.15","6309.05","6235.90","6299.15"
"NIFTY 50","30 Oct 2013","6230.80","6269.20","6222.60","6251.70"
"NIFTY 50","29 Oct 2013","6107.55","6228.05","6079.20","6220.90"
"NIFTY 50","28 Oct 2013","6155.10","6168.75","6094.10","6101.10"
"NIFTY 50","25 Oct 2013","6154.00","6174.75","6125.95","6144.90"
"NIFTY 50","24 Oct 2013","6162.80","6252.45","6142.95","6164.35"
"NIFTY 50","23 Oct 2013","6209.55","6217.95","6116.60","6178.35"
"NIFTY 50","22 Oct 2013","6192.30","6220.10","6181.80","6202.80"
"NIFTY 50","21 Oct 2013","6202.00","6218.95","6163.30","6204.95"
"NIFTY 50","18 Oct 2013","6070.90","6201.45","6070.90","6189.35"
"NIFTY 50","17 Oct 2013","6098.50","6110.75","6032.55","6045.85"
"NIFTY 50","15 Oct 2013","6147.55","6156.30","6056.55","6089.05"
"NIFTY 50","14 Oct 2013","6093.00","6124.10","6082.90","6112.70"
"NIFTY 50","11 Oct 2013","6104.85","6107.60","6046.40","6096.20"
"NIFTY 50","10 Oct 2013","6001.05","6033.95","5979.80","6020.95"
"NIFTY 50","09 Oct 2013","5893.25","6015.50","5877.10","6007.45"
"NIFTY 50","08 Oct 2013","5975.00","5981.70","5913.00","5928.40"
"NIFTY 50","07 Oct 2013","5889.05","5912.00","5825.85","5906.15"
"NIFTY 50","04 Oct 2013","5891.30","5950.45","5885.00","5907.30"
"NIFTY 50","03 Oct 2013","5819.10","5917.60","5802.70","5909.70"
"NIFTY 50","01 Oct 2013","5756.10","5786.45","5700.95","5780.05"
"NIFTY 50","30 Sep 2013","5801.05","5810.20","5718.50","5735.30"
"NIFTY 50","27 Sep 2013","5905.55","5909.20","5819.30","5833.20"
"NIFTY 50","26 Sep 2013","5872.80","5917.65","5864.10","5882.25"
"NIFTY 50","25 Sep 2013","5901.55","5910.55","5811.10","5873.85"
"NIFTY 50","24 Sep 2013","5855.00","5938.40","5854.55","5892.45"
"NIFTY 50","23 Sep 2013","5945.80","5989.40","5871.40","5889.75"
"NIFTY 50","20 Sep 2013","6104.55","6130.95","5932.85","6012.10"
"NIFTY 50","19 Sep 2013","6044.15","6142.50","6040.15","6115.55"
"NIFTY 50","18 Sep 2013","5872.75","5916.90","5840.20","5899.45"
"NIFTY 50","17 Sep 2013","5824.20","5857.80","5804.90","5850.20"
"NIFTY 50","16 Sep 2013","5930.30","5957.25","5798.15","5840.55"
"NIFTY 50","13 Sep 2013","5828.00","5884.30","5822.90","5850.60"
"NIFTY 50","12 Sep 2013","5931.15","5932.00","5815.80","5850.70"
"NIFTY 50","11 Sep 2013","5887.25","5924.35","5832.70","5913.15"
"NIFTY 50","10 Sep 2013","5738.50","5904.85","5738.20","5896.75"
"NIFTY 50","06 Sep 2013","5617.45","5688.60","5566.15","5680.40"
"NIFTY 50","05 Sep 2013","5553.75","5625.75","5552.70","5592.95"
"NIFTY 50","04 Sep 2013","5358.65","5460.25","5318.90","5448.10"
"NIFTY 50","03 Sep 2013","5574.70","5580.95","5323.75","5341.45"
"NIFTY 50","02 Sep 2013","5480.25","5564.90","5478.85","5550.75"
"NIFTY 50","30 Aug 2013","5407.45","5493.30","5360.20","5471.80"
"NIFTY 50","29 Aug 2013","5316.50","5428.90","5303.00","5409.05"
"NIFTY 50","28 Aug 2013","5233.45","5317.70","5118.85","5285.00"
"NIFTY 50","27 Aug 2013","5426.50","5427.40","5274.25","5287.45"
"NIFTY 50","26 Aug 2013","5499.40","5528.70","5454.45","5476.50"
"NIFTY 50","23 Aug 2013","5428.75","5478.80","5377.80","5471.75"
"NIFTY 50","22 Aug 2013","5282.80","5418.95","5254.05","5408.45"
"NIFTY 50","21 Aug 2013","5494.45","5504.10","5268.45","5302.55"
"NIFTY 50","20 Aug 2013","5353.45","5417.80","5306.35","5401.45"
"NIFTY 50","19 Aug 2013","5497.55","5499.65","5360.65","5414.75"
"NIFTY 50","16 Aug 2013","5705.45","5716.60","5496.05","5507.85"
"NIFTY 50","14 Aug 2013","5715.40","5754.55","5690.20","5742.30"
"NIFTY 50","13 Aug 2013","5600.25","5704.75","5578.90","5699.30"
"NIFTY 50","12 Aug 2013","5606.70","5644.10","5557.10","5612.40"
"NIFTY 50","08 Aug 2013","5510.05","5577.60","5510.05","5565.65"
"NIFTY 50","07 Aug 2013","5549.30","5561.45","5486.85","5519.10"
"NIFTY 50","06 Aug 2013","5664.90","5664.90","5521.80","5542.25"
"NIFTY 50","05 Aug 2013","5682.40","5721.00","5661.50","5685.40"
"NIFTY 50","02 Aug 2013","5750.05","5761.85","5649.00","5677.90"
"NIFTY 50","01 Aug 2013","5776.90","5808.50","5676.85","5727.85"
"NIFTY 50","31 Jul 2013","5738.35","5752.10","5675.75","5742.00"
"NIFTY 50","30 Jul 2013","5836.05","5861.30","5747.60","5755.05"
"NIFTY 50","29 Jul 2013","5869.95","5886.00","5825.80","5831.65"
"NIFTY 50","26 Jul 2013","5937.95","5944.50","5869.50","5886.20"
"NIFTY 50","25 Jul 2013","5970.40","5990.65","5896.40","5907.50"
"NIFTY 50","24 Jul 2013","6032.20","6047.25","5962.60","5990.50"
"NIFTY 50","23 Jul 2013","6064.30","6093.35","6061.30","6077.80"
"NIFTY 50","22 Jul 2013","6009.75","6064.15","6004.25","6031.80"
"NIFTY 50","19 Jul 2013","6057.20","6066.85","6020.25","6029.20"
"NIFTY 50","18 Jul 2013","5984.70","6051.10","5974.55","6038.05"
"NIFTY 50","17 Jul 2013","5972.25","5989.80","5926.75","5973.30"
"NIFTY 50","16 Jul 2013","5930.80","5966.05","5910.95","5955.25"
"NIFTY 50","15 Jul 2013","5991.20","6038.20","5980.95","6030.80"
"NIFTY 50","12 Jul 2013","6000.50","6019.00","5951.15","6009.00"
"NIFTY 50","11 Jul 2013","5894.50","5948.85","5887.95","5935.10"
"NIFTY 50","10 Jul 2013","5869.90","5879.35","5802.85","5816.70"
"NIFTY 50","09 Jul 2013","5834.60","5864.95","5834.60","5859.00"
"NIFTY 50","08 Jul 2013","5833.15","5833.85","5775.55","5811.55"
"NIFTY 50","05 Jul 2013","5889.95","5900.45","5858.45","5867.90"
"NIFTY 50","04 Jul 2013","5794.75","5848.20","5786.05","5836.95"
"NIFTY 50","03 Jul 2013","5811.95","5815.00","5760.40","5770.90"
"NIFTY 50","02 Jul 2013","5885.50","5898.80","5852.30","5857.55"
"NIFTY 50","01 Jul 2013","5834.10","5904.35","5822.20","5898.85"
"NIFTY 50","28 Jun 2013","5749.50","5852.95","5749.50","5842.20"
"NIFTY 50","27 Jun 2013","5647.95","5699.35","5630.95","5682.35"
"NIFTY 50","26 Jun 2013","5627.95","5635.25","5579.35","5588.70"
"NIFTY 50","25 Jun 2013","5606.95","5666.25","5570.25","5609.10"
"NIFTY 50","24 Jun 2013","5638.05","5640.00","5566.25","5590.25"
"NIFTY 50","21 Jun 2013","5639.90","5686.15","5616.85","5667.65"
"NIFTY 50","20 Jun 2013","5754.15","5755.00","5645.65","5655.90"
"NIFTY 50","19 Jun 2013","5805.75","5828.40","5777.90","5822.25"
"NIFTY 50","18 Jun 2013","5841.90","5863.40","5804.30","5813.60"
"NIFTY 50","17 Jun 2013","5820.40","5854.90","5770.25","5850.05"
"NIFTY 50","14 Jun 2013","5748.95","5819.40","5739.40","5808.40"
"NIFTY 50","13 Jun 2013","5709.35","5729.85","5683.10","5699.10"
"NIFTY 50","12 Jun 2013","5771.75","5792.90","5738.60","5760.20"
"NIFTY 50","11 Jun 2013","5848.75","5868.05","5780.35","5788.80"
"NIFTY 50","10 Jun 2013","5907.90","5931.65","5857.40","5878.00"
"NIFTY 50","07 Jun 2013","5900.05","5972.70","5871.30","5881.00"
"NIFTY 50","06 Jun 2013","5895.00","5956.55","5869.50","5921.40"
"NIFTY 50","05 Jun 2013","5908.30","5935.20","5883.70","5923.85"
"NIFTY 50","04 Jun 2013","5941.10","5981.60","5910.25","5919.45"
"NIFTY 50","03 Jun 2013","5997.35","6011.00","5916.35","5939.30"
"NIFTY 50","31 May 2013","6098.70","6106.25","5975.55","5985.95"
"NIFTY 50","30 May 2013","6072.15","6133.75","6072.15","6124.05"
"NIFTY 50","29 May 2013","6120.45","6125.05","6069.80","6104.30"
"NIFTY 50","28 May 2013","6086.35","6127.65","6055.40","6111.25"
"NIFTY 50","27 May 2013","5989.40","6099.90","5975.55","6083.15"
"NIFTY 50","24 May 2013","6010.70","6015.30","5936.80","5983.55"
"NIFTY 50","23 May 2013","6050.40","6081.45","5955.70","5967.05"
"NIFTY 50","22 May 2013","6127.05","6147.60","6074.45","6094.50"
"NIFTY 50","21 May 2013","6152.35","6180.25","6102.35","6114.10"
