"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","31 Dec 2012","5901.20","5919.00","5897.15","5905.10"
"NIFTY 50","28 Dec 2012","5887.15","5915.75","5879.50","5908.35"
"NIFTY 50","27 Dec 2012","5930.20","5930.80","5864.70","5870.10"
"NIFTY 50","26 Dec 2012","5864.95","5917.30","5859.55","5905.60"
"NIFTY 50","24 Dec 2012","5869.00","5871.90","5844.70","5855.75"
"NIFTY 50","21 Dec 2012","5888.00","5888.00","5841.65","5847.70"
"NIFTY 50","20 Dec 2012","5934.45","5937.60","5881.45","5916.40"
"NIFTY 50","19 Dec 2012","5917.30","5939.40","5910.80","5929.60"
"NIFTY 50","18 Dec 2012","5873.60","5905.80","5823.15","5896.80"
"NIFTY 50","17 Dec 2012","5860.50","5886.05","5850.15","5857.90"
"NIFTY 50","14 Dec 2012","5846.90","5886.10","5839.15","5879.60"
"NIFTY 50","13 Dec 2012","5900.35","5907.45","5841.35","5851.50"
"NIFTY 50","12 Dec 2012","5917.80","5924.60","5874.25","5888.00"
"NIFTY 50","11 Dec 2012","5923.80","5965.15","5865.45","5898.80"
"NIFTY 50","10 Dec 2012","5916.05","5919.95","5888.10","5908.90"
"NIFTY 50","07 Dec 2012","5934.00","5949.85","5888.65","5907.40"
"NIFTY 50","06 Dec 2012","5926.30","5942.55","5838.90","5930.90"
"NIFTY 50","05 Dec 2012","5906.60","5917.80","5891.35","5900.50"
"NIFTY 50","04 Dec 2012","5866.80","5894.95","5859.00","5889.25"
"NIFTY 50","03 Dec 2012","5878.25","5899.15","5854.60","5870.95"
"NIFTY 50","30 Nov 2012","5836.00","5885.25","5827.85","5879.85"
"NIFTY 50","29 Nov 2012","5736.70","5833.50","5736.10","5825.00"
"NIFTY 50","27 Nov 2012","5658.50","5733.20","5658.00","5727.45"
"NIFTY 50","26 Nov 2012","5648.65","5649.20","5623.45","5635.90"
"NIFTY 50","23 Nov 2012","5635.45","5637.75","5593.55","5626.60"
"NIFTY 50","22 Nov 2012","5628.60","5643.35","5608.00","5627.75"
"NIFTY 50","21 Nov 2012","5582.50","5620.20","5561.40","5614.80"
"NIFTY 50","20 Nov 2012","5604.80","5613.70","5548.35","5571.55"
"NIFTY 50","19 Nov 2012","5577.30","5592.75","5549.25","5571.40"
"NIFTY 50","16 Nov 2012","5624.80","5650.15","5559.80","5574.05"
"NIFTY 50","15 Nov 2012","5650.35","5651.65","5603.55","5631.00"
"NIFTY 50","13 Nov 2012","5689.70","5698.25","5660.35","5666.95"
"NIFTY 50","12 Nov 2012","5688.45","5718.90","5665.75","5683.70"
"NIFTY 50","09 Nov 2012","5731.10","5751.70","5677.75","5686.25"
"NIFTY 50","08 Nov 2012","5709.00","5744.50","5693.95","5738.75"
"NIFTY 50","07 Nov 2012","5718.60","5777.30","5711.40","5760.10"
"NIFTY 50","06 Nov 2012","5694.10","5730.80","5693.65","5724.40"
"NIFTY 50","05 Nov 2012","5693.05","5709.20","5679.50","5704.20"
"NIFTY 50","02 Nov 2012","5696.35","5711.30","5682.55","5697.70"
"NIFTY 50","01 Nov 2012","5609.85","5649.75","5601.95","5645.05"
"NIFTY 50","31 Oct 2012","5596.75","5624.40","5583.05","5619.70"
"NIFTY 50","30 Oct 2012","5656.35","5689.90","5589.90","5597.90"
"NIFTY 50","29 Oct 2012","5665.20","5698.30","5645.10","5665.60"
"NIFTY 50","26 Oct 2012","5683.55","5697.20","5641.75","5664.30"
"NIFTY 50","25 Oct 2012","5688.80","5718.75","5685.70","5705.30"
"NIFTY 50","23 Oct 2012","5715.65","5720.80","5681.45","5691.40"
"NIFTY 50","22 Oct 2012","5667.60","5721.55","5658.05","5717.15"
"NIFTY 50","19 Oct 2012","5703.30","5711.70","5660.00","5684.25"
